Quantity Sold (units),Product Category,Month,Average Temperature (¡C),Monthly Precipitation (mm),Route (ID),Route Distance (km),Average Transit Time (hrs),Cost per Kilometer ($),Traffic Conditions
494,Fresh,1,19.09,45.59,8,21.83,3.63,12.41,Low
542,Refrigerated,1,29.38,36.19,2,25.1,1.63,9.44,Moderate
561,Fresh,1,28.68,42.79,8,40.28,4.05,10.81,Moderate
516,Refrigerated,1,26.68,9.06,2,24.91,4.67,10.6,Moderate
463,Fresh,1,29.96,12.5,2,30.11,3.8,13.82,Moderate
490,Fresh,1,23.04,78.22,9,7.94,1.77,8.23,Moderate
457,Refrigerated,1,20.46,40.25,1,6.21,4.84,11.66,High
535,Refrigerated,1,20.98,73.61,4,43.81,3.81,13.82,Moderate
494,Refrigerated,1,16.34,32.35,9,23.73,2.15,10.52,Moderate
479,Fresh,1,18.89,17.06,10,43.45,4.54,8.38,Moderate
495,Refrigerated,1,20.09,80.07,2,9.23,3.87,14.32,Low
511,Refrigerated,1,21.03,5.54,8,47.45,3.52,14.18,Low
530,Fresh,1,34.18,65.34,2,36.59,1.1,8.54,Moderate
453,Refrigerated,1,34.49,42.4,1,25.88,1.21,9.36,Moderate
585,Fresh,1,16.84,92.94,9,23.37,4.19,11.77,High
466,Fresh,1,18.31,57.13,4,12.36,4.68,14.56,High
539,Refrigerated,1,15.58,33.34,3,21.41,1.23,8.16,Low
561,Fresh,1,32.45,13.16,4,29.23,4.66,10.72,Moderate
529,Refrigerated,1,16.81,54.34,1,43.41,4.57,8.16,Low
561,Fresh,1,21.88,28.24,2,31.97,3.16,12.58,Low
487,Fresh,1,22.02,11.17,1,11.16,4.18,9,Moderate
565,Refrigerated,1,21.85,60.34,2,22.47,4.84,11.92,High
537,Fresh,1,28.06,30.93,6,20.45,2.81,9.85,Low
494,Fresh,1,23.59,96.23,4,14.6,4.41,11.91,Moderate
537,Fresh,1,25.82,68.47,3,33.52,1.09,10.01,Low
526,Refrigerated,1,19.44,98.79,8,25.32,2.39,14.56,Moderate
460,Refrigerated,1,16.96,44.96,1,24.22,3.4,13.88,Moderate
453,Fresh,1,28.17,91.36,7,19.62,3.01,13.9,Moderate
597,Refrigerated,1,25.1,9.03,7,26.75,4.62,8.02,Low
468,Fresh,1,27.11,61.6,3,11.05,3.12,14.6,Moderate
579,Fresh,1,22.36,80.04,8,48.41,2.4,13.76,Low
463,Fresh,1,33.53,79.15,10,27.71,3.64,14.62,Moderate
582,Fresh,1,25.63,8.54,2,8.03,3.94,9.53,Moderate
547,Refrigerated,1,32.96,60.68,4,10.5,2.95,12.78,Moderate
490,Fresh,1,16.46,92.17,7,27.24,4.9,13.4,High
511,Refrigerated,1,29.37,0.52,5,10,1.25,11.86,High
479,Refrigerated,1,29.42,13.4,9,23.6,1.03,10.58,Low
587,Fresh,1,30.11,97.77,2,20.62,3.26,11.69,Low
582,Fresh,1,20.42,18.21,6,31.4,2.08,10.75,Low
558,Fresh,1,28.23,50.07,3,32.84,1.05,11.15,High
477,Refrigerated,1,28.88,31.95,4,7.25,4.3,9.08,Low
541,Fresh,1,21.97,71.56,7,18.96,3.58,9.47,Moderate
573,Fresh,1,29.1,96.88,3,13.08,2.24,8.87,Moderate
459,Fresh,1,25.15,75.85,1,35.35,2.98,12.76,High
526,Refrigerated,1,17.49,70.19,3,19.71,2.27,14.29,Low
513,Fresh,1,26.45,56.37,6,17.08,1.92,12.64,Moderate
584,Refrigerated,1,22.22,46.7,2,17.08,4.61,11.76,Moderate
521,Refrigerated,1,17.23,57.86,5,30.52,4.25,13.55,High
567,Fresh,1,28.32,98.34,8,15,4.99,14.28,Moderate
470,Fresh,1,22.57,21.6,5,8.31,4.11,14.12,Low
561,Fresh,1,33.18,10.08,8,35.49,1.63,12.94,Moderate
588,Fresh,1,27.6,48.13,8,23.06,1.7,11.49,Low
583,Refrigerated,1,33.83,61.93,4,9.23,3.99,12.01,Moderate
580,Refrigerated,1,16.64,6.32,5,8.07,4.57,13.44,Low
527,Fresh,1,26.99,76.25,6,46.83,1.52,11.18,Moderate
459,Fresh,1,26.38,48.5,2,45.81,4.52,13.74,Moderate
458,Refrigerated,1,34.33,70.99,9,32.57,3.96,13.5,Moderate
526,Fresh,1,27.8,99.02,10,19.89,3.45,11.46,Moderate
554,Fresh,1,18.68,18.73,8,24.09,1.63,14.55,Moderate
467,Fresh,1,31.21,86.61,10,22.75,2.43,12.27,Moderate
505,Refrigerated,1,26.56,96.75,9,13.12,3.7,10.26,Low
485,Fresh,1,29.17,37.04,9,45.61,2.79,11.6,Low
596,Fresh,1,34.32,10.2,5,8.53,1.7,11.86,Low
555,Fresh,1,16.24,85.34,1,24.73,1.71,11.63,Low
589,Fresh,1,30.03,36.69,4,37.66,3.9,10.31,Low
545,Fresh,1,17.23,55.14,7,33.11,1.83,9.59,High
518,Fresh,1,29.5,54.88,4,6.53,4.01,9.51,High
583,Refrigerated,1,18.27,50.87,3,35.68,1.54,11.84,High
498,Fresh,1,28.17,42.76,1,35.93,2.18,12.78,Moderate
515,Refrigerated,1,33.32,79.97,10,16.46,2.12,10.06,Low
518,Fresh,1,20.34,85.65,9,43.91,1.68,12.24,High
534,Refrigerated,1,26.51,84.14,2,7.23,1.31,9.52,Low
550,Fresh,1,19.28,65.98,8,7.17,1.81,14.7,Moderate
595,Fresh,1,16.1,1.27,6,18.37,4.28,10.43,Low
468,Refrigerated,1,19.82,47.77,7,13.59,3.12,11.07,Low
488,Refrigerated,1,32.95,82.23,4,36.3,2.61,13.33,Moderate
493,Refrigerated,1,20.31,79.02,1,38.06,4.65,10.71,High
571,Fresh,1,15.05,58.72,10,35.12,3.13,11.68,Low
598,Refrigerated,1,20.55,58.77,10,12.98,4.92,8.85,Moderate
538,Fresh,1,19.96,56.56,4,20.99,2.53,12.09,High
513,Refrigerated,1,27.98,33.05,4,43.22,4.74,14.97,Low
566,Fresh,1,20.31,76.3,1,23.39,1.38,14.4,Low
454,Fresh,1,26.96,88.6,3,9.43,4.94,14.5,Moderate
500,Fresh,1,32.46,62.71,7,43.97,1.19,8.15,Moderate
565,Fresh,1,32.89,24.03,5,26.02,3.38,12.66,Low
484,Fresh,1,24.42,96.99,1,47.1,3.59,14.76,Low
487,Refrigerated,1,16.53,94.92,9,29.42,3.64,8.63,Low
535,Fresh,1,29.73,20.93,5,23.8,2.19,11.75,Moderate
499,Fresh,1,28.01,75.71,5,19.03,1.03,9.53,High
563,Fresh,1,33.97,31.11,1,21.67,2.05,9.33,High
568,Fresh,1,19.47,23.09,2,5.93,3.15,11.84,Low
560,Fresh,1,27.56,28.26,9,34.67,3.57,10.86,High
522,Refrigerated,1,19,55.43,6,42.54,2.67,12.02,Moderate
450,Fresh,1,35,30.44,5,37.91,4.79,12.3,Low
512,Fresh,1,17.45,89.64,8,9.55,4.41,14.34,Low
463,Refrigerated,1,27.74,19.69,9,29.3,1.11,13.61,Low
456,Refrigerated,1,15.61,95.88,4,34.99,3.98,8.35,Low
540,Fresh,1,27.6,27.07,8,34.59,4.58,8.41,Low
471,Fresh,1,27.14,50.21,10,42.8,1.63,14.12,Moderate
505,Refrigerated,1,18.27,75.11,1,7.52,1.01,10.11,Low
542,Refrigerated,1,28.36,14.28,7,9.4,3.36,14.68,Moderate
592,Refrigerated,1,28.8,98.49,10,10.36,3.51,10.07,Low
574,Fresh,1,22.23,55.82,10,49.81,4.42,8.53,High
455,Fresh,1,26.48,80.68,7,24.34,4.98,10.81,Low
583,Fresh,1,17.56,53.84,2,8.02,4.52,14.24,High
460,Refrigerated,1,19.21,32.86,8,42.93,2.16,8,Low
532,Fresh,1,21.05,91.05,4,32.47,3.98,11.16,Low
566,Refrigerated,1,16.73,81.62,1,9.45,1.87,11.45,Moderate
571,Fresh,1,28.46,96.29,10,33.66,2.48,12.98,Low
511,Fresh,1,25.29,16.1,1,36.12,1.21,10.28,Low
500,Fresh,1,33.83,99.34,7,20,1.77,13.6,Low
556,Fresh,1,24.99,81.75,5,17.88,1.88,9.45,Moderate
597,Fresh,1,27.96,90.45,2,35.07,4.85,13.02,Low
509,Fresh,1,33.43,91.26,6,35.45,2.72,8.95,Low
595,Fresh,1,21.07,64.29,9,21.67,2.58,11.46,Moderate
513,Refrigerated,1,30.34,22.8,2,22.29,1.44,9.47,Moderate
511,Fresh,1,15.56,28.56,6,31.63,2.19,9.13,Low
513,Refrigerated,1,24.67,43.75,10,27.97,3.27,9.45,High
459,Fresh,1,20.82,19.52,3,44.24,2.01,13.17,High
512,Fresh,1,15.42,41.58,9,26.85,3.27,9.15,High
555,Fresh,1,16.25,64.25,9,11.71,1.61,14.61,Moderate
577,Fresh,1,29.68,22.06,9,26.07,1.29,11.48,Moderate
510,Fresh,1,26.51,82,6,45.68,3.54,12.44,Low
484,Fresh,1,20.94,80.03,4,25.65,1.71,10.79,High
543,Fresh,1,21.99,95.61,7,11.31,3.39,12.73,Moderate
465,Fresh,1,28.65,57.7,4,26.47,4.13,12.51,Moderate
464,Fresh,1,30.26,79.28,1,30.25,2.95,12.25,High
544,Fresh,1,16.16,3.22,10,34.79,3.78,12.1,Moderate
544,Fresh,1,32.7,40.57,4,7.37,1.48,14.03,Moderate
547,Fresh,1,27.12,73.55,9,49.56,3.11,9.27,Moderate
460,Fresh,1,30.89,23.87,6,5.4,2.64,9.16,Low
537,Refrigerated,1,23.67,77.73,6,25.72,3.6,14.3,High
513,Refrigerated,1,24.42,20.58,6,41.71,1.65,10.43,Moderate
498,Fresh,1,26.49,3.57,7,11.66,3.61,8.27,High
597,Fresh,1,15.6,37.27,10,42.12,1.43,13.05,Low
506,Fresh,1,34.05,55.09,1,34.42,3.22,8.6,High
451,Refrigerated,1,33.84,8.4,3,37.05,2.39,14.82,Moderate
481,Refrigerated,1,28.83,38.69,3,26.88,1.57,11.46,Low
571,Refrigerated,1,25.56,97.79,3,22.86,2.46,8.28,Low
566,Refrigerated,1,18.03,70.81,7,46.14,1.13,13.83,High
458,Refrigerated,1,24.45,76.82,3,34.38,1.37,9.32,Low
454,Refrigerated,1,34.09,28.6,10,20.97,3.51,9.86,Moderate
549,Fresh,1,21.51,63.85,1,18.17,2.84,9.68,Moderate
539,Refrigerated,1,20.33,51.99,1,25.63,1.87,13.4,Moderate
547,Fresh,1,18.67,61.49,3,17.86,1.19,12.26,Low
464,Fresh,1,17.12,54.91,2,37.91,1.5,13.21,High
573,Refrigerated,1,19.35,33.76,7,12.69,1.74,8.71,Moderate
568,Fresh,1,20.07,51.41,2,32.37,4.27,9.37,Low
456,Fresh,1,18.94,43.04,3,37.97,2.17,12.98,Low
567,Fresh,1,27.07,67.46,10,5.45,1.49,11.86,High
487,Fresh,1,31.66,57.61,6,27.04,1.85,9.67,High
485,Fresh,1,26.82,41.25,6,32.82,4.41,9.03,Low
524,Fresh,1,33.07,15.93,8,31.62,4.09,8.3,Moderate
505,Refrigerated,1,20.3,20.23,6,12.81,2.57,11.9,High
460,Refrigerated,1,32.46,60.67,9,27.83,2.92,9.77,High
498,Fresh,1,17.26,4.49,7,35.3,3.19,14.65,Low
538,Fresh,1,24.65,35.53,2,37.43,2.99,9.22,Moderate
454,Fresh,1,28.17,21.75,5,15.71,4.8,9.53,Moderate
484,Fresh,1,31.67,49.09,10,8.4,4.79,9.32,Moderate
598,Refrigerated,1,32.68,69.67,5,23.02,4.39,9.16,Moderate
508,Fresh,1,15.03,19.42,6,12.09,2.52,11.84,Low
594,Fresh,1,20.69,2.38,7,17.83,3.07,8.43,Low
554,Fresh,1,29.79,23.18,9,48.92,1.17,14.57,Moderate
476,Refrigerated,1,21.44,73.19,4,8.59,4.72,9.86,Moderate
475,Refrigerated,1,31.82,16.85,10,35.91,2.08,10.5,Moderate
593,Refrigerated,1,22,4.31,10,44.56,1.53,14.93,Low
598,Refrigerated,1,21.48,68.33,8,48.02,1.8,10.23,Low
517,Refrigerated,1,19.65,85.78,8,25.63,2.84,14.44,Low
598,Refrigerated,1,32.97,30.65,2,17.18,2.93,11.72,Low
554,Fresh,1,15.24,51.17,9,35.88,1.96,11.8,Low
542,Refrigerated,1,34.62,65.2,5,20.15,1.8,10.98,Low
484,Fresh,1,20.36,72.54,3,12.21,4.89,8.89,Low
528,Fresh,1,28.49,87.31,2,28.3,2.8,12.46,Low
517,Fresh,1,33.25,37.49,9,15.15,3.78,13.34,Moderate
492,Fresh,1,28.38,86.48,4,37.24,2.94,9.73,Low
469,Fresh,1,26.16,45.59,6,14.37,1.42,8.49,Moderate
570,Fresh,1,25.92,72.78,1,9.97,2.64,9.14,Low
592,Fresh,1,27.06,40.12,8,31.26,3.64,9.49,High
462,Refrigerated,1,21.87,27.84,4,20.62,2.4,12.59,Moderate
523,Refrigerated,1,30.25,80.91,6,29.19,3.64,9.66,High
524,Fresh,1,25.54,27.65,7,7.55,1.53,8.12,Low
498,Fresh,1,31.14,78.06,9,35.98,1.85,11.17,High
572,Fresh,1,15.4,97.64,1,12.41,2.24,8.28,Low
568,Fresh,1,23.11,30.44,9,33.04,3.18,12.01,Low
592,Refrigerated,1,27.89,82.96,7,19.37,3.41,11.1,Low
469,Refrigerated,1,22.81,57.38,1,28.29,2.69,11.85,High
483,Fresh,1,34.98,30.46,7,45.42,4,9.04,Moderate
462,Refrigerated,1,21.89,51.15,4,48.7,4.04,13.18,Moderate
591,Refrigerated,1,28.69,19.62,1,10.21,2.78,13.77,Moderate
578,Refrigerated,1,32.9,97.17,2,21.7,3.44,12.59,Moderate
461,Fresh,1,28.09,56.68,5,21.82,4.85,10.84,Moderate
471,Fresh,1,22.07,88.36,2,47.89,3.75,13.5,Low
480,Refrigerated,1,18.96,57.24,10,34.19,2.37,12.27,Moderate
486,Refrigerated,1,22.47,30.08,1,29.95,3.76,14.16,Low
486,Fresh,1,31.9,36.93,5,32.39,4.96,14.45,Moderate
540,Fresh,1,26.43,86.99,6,7.69,2.99,9.53,Moderate
597,Refrigerated,1,32.32,75.89,9,46.95,4.55,8.63,Low
577,Fresh,1,18.96,75.36,7,5.83,4.29,10.52,Moderate
462,Fresh,1,33.22,75.87,8,19.06,2.57,8.08,Moderate
594,Fresh,1,25.17,3.57,5,20.07,4.94,13.86,Low
593,Refrigerated,1,30.92,68.76,9,25.91,4.33,8.99,Moderate
550,Refrigerated,1,19.64,32.13,6,34.89,4.72,8.65,High
525,Fresh,1,24.23,53.89,5,48.31,4.27,8.23,Moderate
496,Fresh,1,29.59,28.31,4,15.59,4.53,10.1,Low
592,Refrigerated,1,20.47,33.96,1,48.83,4.08,13.33,Low
596,Fresh,1,17.23,42.61,2,47.44,3.77,10.61,Moderate
574,Fresh,1,15.96,86.33,3,26.77,3.52,12.21,High
574,Refrigerated,1,32.94,7.73,9,38.5,4.46,9.23,Moderate
457,Fresh,1,28.99,56.57,7,29.9,1.69,9.85,High
522,Fresh,1,26.88,42.09,4,39.56,1.75,12.62,Low
534,Fresh,1,23.57,8.38,1,45.4,2.91,12.88,Low
575,Fresh,1,16.86,42.82,10,49.62,2.04,13.53,Moderate
484,Refrigerated,1,23.83,55.11,9,11.07,4.44,13.17,Low
455,Fresh,1,23.24,0.7,3,46.67,1.59,9.11,Low
465,Refrigerated,1,34.57,76.65,7,10.47,2.98,10.49,Low
569,Refrigerated,1,15.64,16.34,2,26.61,1.88,12.06,Moderate
533,Fresh,1,31.95,6.99,10,22.1,1.85,12.69,Moderate
569,Refrigerated,1,16.1,58.23,5,40.78,2.89,9.15,Low
459,Refrigerated,1,34.83,26.06,2,15.48,4.75,10.39,Moderate
548,Fresh,1,23.32,43.46,8,17.79,3.06,14.1,Moderate
504,Refrigerated,1,20.26,30.58,1,36.84,2.5,11.29,Moderate
494,Fresh,1,26.24,78.44,6,19.61,3.54,8.99,High
564,Refrigerated,1,31.53,19.91,3,39.66,3.69,14.36,Moderate
530,Refrigerated,1,21.56,71,9,10.97,1.9,10.05,Low
453,Fresh,1,17.46,48.28,5,49.81,3.2,14.5,Moderate
465,Fresh,1,27.08,72.28,8,45.6,4.99,9.47,Moderate
529,Refrigerated,1,30.85,91.83,9,41.66,3.16,9.86,High
484,Refrigerated,1,22.25,3.38,9,9.47,2.15,14.11,Low
484,Refrigerated,1,22.51,17.57,7,17.06,3.4,14.19,Moderate
567,Refrigerated,1,28.26,8.68,7,28.47,1.26,10.17,Moderate
571,Refrigerated,1,33.17,34.96,4,17.83,2.47,13.55,Low
541,Refrigerated,1,16.6,84.56,2,39.41,3.22,11.49,Low
560,Fresh,1,17.06,43.42,9,7.49,4.84,13.94,Moderate
580,Refrigerated,1,19.49,32.08,7,7.28,1.03,9.1,Low
589,Fresh,1,33.26,11.5,8,25.87,1.22,11.66,Low
548,Fresh,1,15.65,62.67,4,15.94,2.91,10.94,Low
537,Refrigerated,1,30.61,14.73,1,14.61,2.46,10.21,Low
483,Fresh,1,34.59,76.09,8,37.1,3.38,9.83,Moderate
523,Fresh,1,34.39,17.67,4,22.25,4.12,10.98,Moderate
541,Refrigerated,1,15.72,29.8,6,23.87,3.64,10.52,Moderate
573,Fresh,1,24.46,38.67,4,23.84,2.29,12.93,High
531,Fresh,1,21.8,70.8,10,19.58,1.33,12.68,Moderate
587,Fresh,1,25.54,55.65,8,34.36,1.12,8.2,Low
538,Refrigerated,1,23.44,73.06,8,9.89,3.78,13.33,High
560,Refrigerated,1,29.14,77.02,6,35.04,3.18,9.47,High
535,Fresh,1,19.1,64.92,1,5.12,4.79,12.86,High
463,Fresh,1,33.08,20.15,9,36.85,3.78,11.42,High
511,Fresh,1,33.57,70.27,9,45.93,3.06,12.09,Low
569,Refrigerated,1,32.71,98.95,9,40.6,4.87,12.99,High
496,Refrigerated,1,30.09,12.2,9,48.34,3.72,14.47,Low
572,Fresh,1,16.41,52.06,2,19,4.88,10.29,Low
514,Fresh,1,16.59,47.47,7,6.33,4.85,10.03,High
570,Fresh,1,26.43,35.33,10,43.56,2.35,9.53,Low
526,Refrigerated,1,16.28,85.93,3,28,3.22,12.38,Moderate
504,Refrigerated,1,24.34,8.5,10,18.73,4.82,13.01,Low
473,Refrigerated,1,27.53,32.33,1,29.81,2.16,12.44,Low
535,Fresh,1,28.69,45.98,10,29.4,2.71,8.88,High
562,Refrigerated,1,33.33,94.76,5,6.78,1.44,11.4,High
503,Fresh,1,16.78,15.94,9,7.14,4.93,8.59,Low
468,Refrigerated,1,34.12,37.38,5,35.42,2.98,11.31,High
478,Fresh,1,29.23,3.65,9,35.28,4.39,13.24,Moderate
511,Fresh,1,25.85,41.89,4,40.39,3.74,10.07,Low
528,Fresh,1,26.59,92.1,2,30.95,3.07,9.59,Low
496,Fresh,1,15.14,50.1,9,18.33,3.26,12,Moderate
558,Refrigerated,1,24.92,25.39,2,10.87,4.69,11.11,Low
468,Refrigerated,1,18.02,57.66,7,35.66,3.3,14.99,Low
529,Refrigerated,1,22.92,59.22,4,14.68,1.58,13.31,Moderate
591,Fresh,1,30.58,22.73,8,13.97,3.95,9.04,High
591,Refrigerated,1,17.37,87.91,9,5.57,4.1,11.88,Moderate
536,Fresh,1,34.95,27.85,6,26.16,1.34,9.3,Low
573,Refrigerated,1,30.08,48.82,7,19.09,3.54,14.49,Low
465,Fresh,1,29.87,41.62,1,21.94,4.19,10.64,Moderate
554,Fresh,1,32.32,40.3,4,9.56,1.42,10.68,Moderate
513,Fresh,1,19.72,36.38,8,24.23,2.06,13.76,Moderate
512,Refrigerated,1,33.09,33.49,9,25.78,2.95,9.56,Moderate
456,Fresh,1,25.05,84.96,3,37.19,1.17,12.48,High
587,Fresh,1,22.94,47.45,1,30.45,2.97,13.65,Moderate
594,Refrigerated,1,22.88,79.52,10,36.53,2.58,13.46,Low
514,Refrigerated,1,24.65,31.87,2,23.6,4.1,13.07,Moderate
540,Fresh,1,26.14,80.82,2,9.67,1.69,10.39,Low
466,Refrigerated,1,20.44,33.52,10,15.9,1,11.32,Low
548,Refrigerated,1,23.99,58.22,1,5.78,2.27,11.8,High
525,Refrigerated,1,17.2,53.17,2,40.83,1.38,11.18,High
541,Fresh,1,23.04,80.66,9,8.54,3.37,13.06,High
491,Fresh,1,19.67,52.26,9,18.92,1.82,10.82,Moderate
539,Fresh,1,18.99,13.81,10,37.24,2.97,13.59,Low
512,Refrigerated,1,15.92,64.33,8,24.91,4.84,8.15,Moderate
492,Refrigerated,1,34.9,47.91,3,33.35,3.71,12.57,High
578,Fresh,1,32.97,87.27,3,23.39,4.72,14.41,Low
514,Fresh,1,17.27,86.64,10,20.53,2.64,9.89,Moderate
554,Refrigerated,1,22.11,51.92,9,49.41,4.9,14.51,High
555,Fresh,1,30.96,7.76,3,38.94,3.91,11.32,Low
574,Fresh,1,22.89,84.26,4,22.01,1.11,10.39,Moderate
516,Fresh,1,22.28,55.37,4,38.78,1.48,11.48,Moderate
556,Fresh,1,22.94,38.44,5,48.09,4.76,10.53,Moderate
574,Fresh,1,29.54,81.5,1,36.61,3.39,10.16,Low
594,Refrigerated,1,30.68,32.77,3,15.54,1.61,8.8,Low
497,Fresh,1,24.93,26.18,3,8.53,1.61,11.89,Moderate
539,Fresh,1,29.43,94.48,5,29.28,3.31,14.41,High
493,Refrigerated,1,26.36,32.23,2,13.76,1.46,8.75,Low
455,Refrigerated,1,30.21,60.89,7,36.54,4.2,11.97,High
455,Fresh,1,17.22,91.76,1,38.92,4.96,13.07,Moderate
565,Fresh,1,32.05,38.88,4,5.19,4.78,9.52,Low
585,Refrigerated,1,29.54,28.96,5,30.11,3.04,11.35,Low
573,Fresh,1,28.9,34.1,3,29.59,1.3,13.96,Low
476,Fresh,1,32.62,42.38,8,47.42,1.9,9.51,Low
473,Fresh,1,34.87,18.74,6,49.21,4.31,12.29,High
537,Refrigerated,1,29.35,46.79,10,35.15,4.04,11.09,Low
552,Refrigerated,1,31.52,79.02,2,45.41,4.03,8.32,Moderate
465,Refrigerated,1,22.16,72.64,7,48.11,3.02,10.82,High
557,Fresh,1,25.5,64.11,7,15.86,4.09,10.03,Low
529,Fresh,1,15.8,35.62,9,49.72,1.19,8.05,High
582,Fresh,1,34.69,6.62,10,8.62,3.97,9.28,Moderate
569,Refrigerated,1,32.47,42.96,2,36.2,4.18,9.75,High
537,Fresh,1,24.82,19.81,2,17.25,1.79,10.76,Moderate
519,Refrigerated,1,24.52,15.51,7,29.34,3.23,12.22,Low
518,Fresh,1,29.24,57.7,1,13.78,2.25,11.15,Moderate
479,Fresh,1,22.39,75.15,2,43.26,2.3,9.55,High
545,Refrigerated,1,22.67,72.61,4,33.08,1.31,8.86,High
453,Refrigerated,1,17.13,42.68,2,31.49,2.59,9.18,Low
494,Refrigerated,1,22.89,85.49,9,44.66,4.35,14.24,Moderate
467,Refrigerated,1,15.62,43.86,1,47.44,4.15,10.51,Low
504,Fresh,1,25.88,22.72,6,28.58,4.87,12.6,Low
596,Fresh,1,19.01,88.86,3,8.07,3.67,11.54,Moderate
467,Fresh,1,17.58,79.09,10,34.54,3.57,10.27,Moderate
507,Fresh,1,31.85,44.8,6,44.34,4.49,9.15,Moderate
496,Refrigerated,1,29.8,92.6,5,43.73,2.22,8.81,High
492,Refrigerated,1,20.23,4.66,4,6.18,1.08,9.11,Low
559,Fresh,1,28.52,70.81,5,24.53,2.33,12.7,Moderate
463,Fresh,1,24.69,43.04,9,38.63,2.69,8.07,High
499,Refrigerated,1,25.55,54.88,6,11.16,3.23,9.26,Low
451,Fresh,1,15.91,73.44,8,33.24,1.5,11.97,Low
492,Refrigerated,1,22.16,88.66,5,34.69,2.73,14.36,Low
528,Fresh,1,31.42,75.3,7,24.68,3.44,11.88,High
501,Refrigerated,1,24.77,50.45,3,42.92,1.52,12.96,High
558,Refrigerated,1,17.36,33.47,6,48.72,1.26,8.06,Moderate
520,Fresh,1,19.33,32,6,33.95,4.01,14.43,Low
539,Refrigerated,1,19.27,72.91,9,17.04,1.12,9.57,High
596,Refrigerated,1,25.69,79.38,8,28.21,4.14,10.9,Low
594,Fresh,1,25.67,65.21,7,48.31,1.54,9.81,Moderate
483,Fresh,1,23.18,55.41,7,11.53,4.41,10.67,Low
584,Refrigerated,1,22.72,40.33,2,12.73,2.69,13.88,Low
516,Fresh,1,27.18,10.7,7,45.87,3.74,8.89,Low
456,Fresh,1,25.04,86.26,7,7.02,3.3,12.3,Low
548,Fresh,1,27.4,29.58,9,7.7,3.02,9,Low
512,Refrigerated,1,20.52,70.08,5,6.79,1.03,9.78,High
454,Refrigerated,1,17.17,85.27,5,13.35,1.99,13.9,Low
453,Refrigerated,1,25.07,67.8,6,24.69,4.22,13.05,Moderate
512,Fresh,1,22.2,62.47,10,6.41,1.34,14.67,Moderate
523,Fresh,1,22.08,31.45,8,33.08,4.53,13.57,Low
483,Refrigerated,1,20.35,6.24,1,38.45,4.09,14.66,Low
507,Fresh,1,32.38,35.15,8,48.32,1.07,8.97,Low
478,Fresh,1,18.62,65.63,8,28.91,3.71,12.61,Moderate
482,Refrigerated,2,22.67,93.02,9,47.57,1.25,14.83,Moderate
596,Fresh,2,15.06,12.16,3,18.23,1.49,10.77,Moderate
494,Fresh,2,29.11,23.39,1,12.41,1.98,9.3,Low
574,Fresh,2,30.22,21.77,10,15.39,4.47,12.51,Moderate
552,Fresh,2,19.99,46.78,1,5.86,1.27,10.33,Moderate
580,Fresh,2,32.33,57.47,9,6.79,1.4,12.22,Moderate
484,Refrigerated,2,16.96,18.9,1,47.62,3.16,8.52,Low
486,Refrigerated,2,22.03,99.4,10,18.06,2.13,11.79,Low
527,Fresh,2,22.5,36.43,7,49.75,2.04,10.99,High
541,Fresh,2,23.63,83.65,3,18.48,3.44,11.32,Low
532,Refrigerated,2,29.2,46.27,10,8.82,1.17,12.65,Moderate
504,Fresh,2,29.08,94.73,10,45.89,2.34,11.04,Low
465,Fresh,2,18.06,41.19,2,18.01,4.57,12.95,Moderate
556,Refrigerated,2,18.51,18.86,6,29.32,4.87,9.97,Moderate
544,Refrigerated,2,21.81,20.52,10,16.02,2.3,14.09,Moderate
454,Fresh,2,29.64,41.01,6,23.17,4.94,9.42,Low
486,Fresh,2,16.32,64.08,9,25.17,1.17,11.81,Moderate
469,Refrigerated,2,19.5,53.9,8,37.84,4.57,8.51,Moderate
492,Fresh,2,27.66,85.79,5,23.75,3.93,11.51,High
576,Refrigerated,2,26.75,71.3,8,8.98,3.62,11,High
587,Fresh,2,23.62,81.87,4,13.43,2.36,13.85,Moderate
588,Refrigerated,2,26.43,5.33,8,43.79,1.43,14.98,Low
547,Fresh,2,29.97,34.3,7,27.98,3.71,13.43,High
547,Fresh,2,21.26,59.72,1,8.3,4.93,9.29,Moderate
527,Fresh,2,30.61,11.5,9,40.72,3.54,11.4,Low
490,Fresh,2,32.71,43.33,3,27.65,4.14,8.49,Low
486,Fresh,2,27.63,33.54,4,42.58,3.29,13.11,Low
460,Fresh,2,22.24,6.75,3,6.29,2.9,11.47,Moderate
592,Fresh,2,32.1,5.43,5,45.2,3.76,12.65,High
495,Fresh,2,33.17,44.15,7,19.46,2.9,14.48,Low
484,Refrigerated,2,21.11,49.07,10,6.31,1.74,14.16,Moderate
528,Fresh,2,16.58,30.72,2,26.82,1.46,12.14,Low
526,Fresh,2,15.98,21.31,8,40.39,2.89,14.26,Moderate
466,Refrigerated,2,21.1,8.79,3,27.42,4.36,9.53,High
562,Fresh,2,19.47,17.04,5,6.03,3.09,13.78,Low
586,Fresh,2,21.6,61.29,4,8.93,3.9,10.11,Low
538,Fresh,2,23.28,40.9,1,48.14,4.35,13.56,Low
451,Fresh,2,33.18,19.19,7,17.68,1.49,11,Moderate
496,Fresh,2,25.29,13.19,5,14.33,2,13.44,Low
452,Fresh,2,29.14,2.12,6,36.02,1.36,12.93,Moderate
572,Fresh,2,30.71,28.02,5,14.73,3.57,9.84,Low
